FacName,FacStreet,FacCity,FacState,FacZip,RegistryID,FacEPARegion,FacSICCodes,FacNAICSCodes,FacCurrSNCFlg,FacQtrsInNC,FacInspectionCount,FacPopDen,FacPercentMinority,FacFormalActionCount,geometry,complete,lon,lat
DETROIT COKE CORP,7819 W JEFFERSON AVE,DETROIT,MI,48209,110041976519,05,2999 3312,562212 23891 324199 56291,N,0,0,3797.05,73.046,0,POINT (-83.11205 42.292951),0,-83.11205,42.292951
DEVILS SWAMP LANDFILL,HIGHWAY 61 AND THOMAS ROAD,BATON ROUGE,LA,70807,110009288653,06,,562212 562,N,0,0,724.13,93.247,0,POINT (-91.2021 30.5506),0,-91.2021,30.5506
DFW RECYCLING AND DISPOSAL FACILITY,SOUTH END OF RAILROAD STREET,LEWISVILLE,TX,75067,110007195766,06,,562212 562111 48411,N,0,3,3336.58,48.569,0,POINT (-96.996093 33.006709),0,-96.996093,33.006709
DIANNE ROLLINS,2963 SW 40 ST,EL DORADO,KS,67042,110001936530,07,4953,562212,N,0,5,31.61,18.813,0,POINT (-96.89577 37.76633),0,-96.89577,37.76633
DICKINSON LANDFILL INC,2575 190TH STREET,SPIRIT LAKE,IA,51360,110013983635,07,4953,562212,N,0,1,103.33,1.678,0,POINT (-95.07699100000001 43.371407),0,-95.076991,43.371407
DIGHTON TOWN OF,TREMONT ST,DIGHTON,MA,02715,110008419700,01,,562212,N,0,0,446.03,6.381,0,POINT (-71.152809 41.858208),0,-71.152809,41.858208
"DISPOSAL SERVICE, INC. SANITARY LANDFILL",1100 STATE RTE 34 S,HURRICANE,WV,25526,110020046644,03,4953,562212 92411,N,0,3,449.25,3.587,0,POINT (-82.02028 38.40639),0,-82.02028,38.40639
DOLGEVILLE (V),41 N MAIN ST,DOLGEVILLE,NY,13329,110009479233,02,,562212,N,0,0,137.23,3.83,0,POINT (-74.77012999999999 43.10331),0,-74.77013,43.10331
DON FRAME TRUCKING INC,5485 RTE 5,FREDONIA,NY,14063,110009478840,02,,562212,N,0,0,178.5,22.663,0,POINT (-79.415768 42.440719),0,-79.415768,42.440719
DOUGHERTY COUNTY LANDFILL,900 GAISSERT RD,ALBANY,GA,31705,110034141051,04,4953,562212,N,0,0,82.09,37.544,0,POINT (-84.0244 31.5357),0,-84.0244,31.5357
DOUGLAS COUNTY LANDFILL,1730 HUMANE SOCIETY BOULEVARD,DOUGLASVILLE,GA,30134,110007398878,04,9999,562212 999999,N,0,0,470.62,45.556,0,POINT (-84.81165300000001 33.758042),0,-84.811653,33.758042
DOUGLAS COUNTY LANDFILL,126TH & STATE ST,OMAHA,NE,68134,110010293967,07,4953,562212 562219,N,0,3,1246.51,19.556,0,POINT (-96.11185999999999 41.335829),0,-96.11186,41.335829
DOUGLAS COUNTY RECYCLING LANDFILL,14320 NORTH 216TH STREET,BENNINGTON,NE,68007,110001516351,07,4953,924110 562212 562111,N,0,2,31.81,3.491,0,POINT (-96.25341 41.38508),0,-96.25341,41.38508
DOUGLAS DISPOSAL INC,1409 INDUSTRIAL WAY,GARDNERVILLE,NV,89410,110004298402,09,,562212,N,0,0,627.66,19.419,0,POINT (-119.72958 38.93035),0,-119.72958,38.93035
DOW CHEMICAL COMPANY ROCKWELL LANDFILL,ROCKWELL DRIVE & MILNER ROAD,FREELAND,MI,48623,110002046526,05,,562212,N,0,1,256.32,7.261,0,POINT (-84.16806 43.57608),0,-84.16806,43.57608
DOZIT CO INC,4075 ST RT 360,MORGANFIELD,KY,42437,110006749224,04,4953,562212 562211,N,2,8,25.95,2.322,0,POINT (-87.977778 37.741667),0,-87.977778,37.741667
DRUG & LABORATORY DISPOSAL INC,331 BROAD ST,PLAINWELL,MI,49080,110000614461,05,4953,562211 562219 562112 562212,N,9,44,402.58,6.534,4,POINT (-85.63397000000001 42.44584),0,-85.63397,42.44584
DRY CREEK LANDFILL AND ENERGY PROJECT,6260 DRY CREEK RD,EAGLE POINT,OR,97524,110043786695,10,4953,562212,N,0,5,326.6,22.085,0,POINT (-122.774588 42.380897),0,-122.774588,42.380897
DSWA CENTRAL SOLID WASTE MANAGEMENT CENTER (SANDTOWN),1107 WILLOW GROVE RD,FELTON,DE,19943,110013928624,03,4953,562212,N,0,5,65.67,7.358,0,POINT (-75.72793 39.03237),0,-75.72793,39.03237
DTE ELECTRIC CO-BELLE RIVER POWER PLANT,4505 KING RD,CHINA TOWNSHIP,MI,48054,110017414038,05,4911,221112 562212 221121,Y,9,0,252.11,3.011,0,POINT (-82.51227299999999 42.772523),0,-82.512273,42.772523
DUBUQUE METROPOLITAN SANITARY LANDFILL,14501 HWY 20 W,DUBUQUE,IA,52001,110022723757,07,4953,562212,N,0,3,197.76,3.889,0,POINT (-90.775634 42.467498),0,-90.775634,42.467498
DUKES PARKWAY LANDFILL,DUKES PARKWAY,MANVILLE,NJ,08876,110060479753,02,,562212,N,0,1,1678.81,37.208,0,POINT (-74.59958899999999 40.553213),0,-74.599589,40.553213
DUNBARTON ENERGY PARTNERS,625 DUNBARTON ROAD,MANCHESTER,NH,03102,110037609521,01,,562212,N,0,0,2415.75,16.112,0,POINT (-71.493346 43.018286),0,-71.493346,43.018286
DUPAGE COUNTY FOREST PRESERVE DISTRICT,9 S 610 GREENE ROAD,NAPERVILLE,IL,60540,110002389898,05,4911 4953,562212 221112 71219,N,0,4,3795.29,38.909,0,POINT (-88.084964 41.73394),0,-88.084964,41.73394
DUPONT STAUFFER LANDFILL 3-36-009,728 SOUTH ST,NEWBURGH,NY,12550,110056380036,02,,562212,N,0,0,2198.99,59.43,0,POINT (-74.04187899999999 41.509677),0,-74.041879,41.509677
DURA AVENUE LANDFILL,400 DURA AVE,TOLEDO,OH,43612,110004637714,05,,562212,N,0,0,3032.96,42.834,0,POINT (-83.536569 41.700562),0,-83.536569,41.700562
DURHAM REGIONAL LANDFILL,22316 S. HARMON ROAD,FLORENCE,AZ,56221,110069565937,09,4953,562212,N,0,3,0.0,0.0,0,POINT (-96.158715 45.424929),0,-96.158715,45.424929
E-TOWN LANDFILL,10978 US ROUTE 50,WHITEWATER TWP.,OH,45052,110058899651,05,,562212,N,0,0,0.0,0.0,0,POINT (-84.779121 39.143289),0,-84.779121,39.143289
EAGLE AVIATION INC,2705 AVIATION WAY,WEST COLUMBIA,SC,29170,110000858402,04,,325992 562212 32551,N,1,1,808.14,22.696,0,POINT (-81.11680200000001 33.944683),0,-81.116802,33.944683
EAGLE CNTY ROAD & BRIDGE DEPT,SEC 2 & 11 T4S R83W,WOLCOTT,CO,81655,110007396068,08,4953,562212,N,0,5,3.35,5.319,0,POINT (-106.661942 39.727806),0,-106.661942,39.727806
EAGLE COUNTY LANDFILL,815 UTE CREEK ROAD 2-3 MI N OF WOLCOTT,WOLCOTT,CO,81655,110063278411,08,4953,562212,N,1,1,3.97,3.67,0,POINT (-106.66336 39.72233),0,-106.66336,39.72233
EAGLE HARBOR TOWNSHIP,EAGLE HARBOR CUT-OFF ROAD,EAGLE HARBOR,MI,49950,110013945883,05,,562212,N,1,0,0.52,7.692,0,POINT (-88.118658 47.338916),0,-88.118658,47.338916
EAGLE POINT LANDFILL,8880 OLD FEDERAL RD,BALL GROUND,GA,30107,110014327905,04,4212 4953,562212,N,0,5,121.88,6.591,0,POINT (-84.24657000000001 34.32319),0,-84.24657,34.32319
EAGLE RIDGE LANDFILL,13100 HIGHWAY VV,BOWLING GREEN,MO,63334,110014003390,07,4953,562212,Y,8,4,97.35,31.185,0,POINT (-91.203389 39.393806),0,-91.203389,39.393806
EARL R BRADD & SON,709 SOUTH MAIN STREET,SAYBROOK,IL,61770,110013929767,05,,562212,N,0,0,33.44,3.305,0,POINT (-88.526639 40.422727),0,-88.526639,40.422727
EARTHMOVERS LDFL,26488 CR 26,ELKHART,IN,46517,110011954778,05,4953,562212,N,0,3,1790.99,37.22,0,POINT (-86.00136999999999 41.691773),0,-86.00137,41.691773
EAST BATON ROUGE PARISH NORTH LANDFILL,16001 SAMUELS RD,BATON ROUGE,LA,70821,110015978192,06,4953,562212,N,0,2,97.84,81.96,0,POINT (-91.22917 30.6),0,-91.22917,30.6
EAST BROWN COUNTY LANDFILL,3852 HERITAGE ROAD,DE PERE,WI,54115,110014013307,05,4953,562212,N,0,1,458.52,6.158,0,POINT (-88.008089 44.409882),0,-88.008089,44.409882
EAST CARBON DEVELOPMENT COMPANY ENVIRONMENTAL,1111 WEST HIGHWAY 123,EAST CARBON,UT,84520,110000911960,08,4953,562212,N,0,5,53.5,22.229,0,POINT (-110.43179 39.540246),0,-110.43179,39.540246
EAST CAROLINA REGIONAL SOLID WASTE LANDFILL,1922 REPUBLICAN ROAD,AULANDER,NC,27805,110018838686,04,4953 4173 9999 4212,562212 999999,N,0,5,20.67,79.557,0,POINT (-77.07097 36.11558),0,-77.07097,36.11558
EAST CENTRAL SOLID WASTE COMMISSION,1756 180TH AVENUE,MORA,MN,55051,110007625533,05,,562212,N,0,2,78.71,4.284,0,POINT (-93.352 45.849),0,-93.352,45.849
EAST REGIONAL LANDFILL,8201 SCHUMAKER RD,BENNETT,CO,80102,110054101716,08,4953,562212,N,3,0,13.52,26.772,0,POINT (-104.489113 39.842346),0,-104.489113,39.842346
"EASTERN AREA LANDFILL, BIRMINGHAM",2787 ALTON ROAD,BIRMINGHAM,AL,35210,110001712816,04,4953,562212,N,4,6,844.99,36.024,1,POINT (-86.629 33.5972),0,-86.629,33.5972
EASTERN LARAMIE COUNTY LANDFILL (EASTERN LARAMIE COUNTY SOLID WASTE DISTRICT),S29-T15N-R62W,BURNS,WY,82053,110067570792,08,,562212,N,0,1,0.0,0.0,0,POINT (-104.296172 41.245275),0,-104.296172,41.245275
EASTERN SANITARY LANDFILL,6257 DAYS COVE RD,WHITE MARSH,MD,21162,110003547831,03,4953,562212 562219 92411,N,0,2,1021.72,19.653,0,POINT (-76.39709000000001 39.39819),0,-76.39709,39.39819
EASTON LANDFILL,72 PROSPECT ST,EASTON,MA,02375,110008414402,01,,56199 562212,N,0,0,597.65,10.177,0,POINT (-71.0949 42.01994),0,-71.0949,42.01994
EATON CORP,1101 WEST HANOVER,MARSHALL,MI,49068,110000409273,05,3714 3561,562212 336390 336211 33635,N,0,0,356.61,7.127,0,POINT (-84.98036 42.26991),0,-84.98036,42.26991
"EBERT CONSTRUCTION CO., INC.",NO STREET ADDRESS,PORTABLE,KS,00000,110061086621,07,4953,562212,N,0,2,0.0,0.0,0,POINT (-98.38343 38.498546),0,-98.38343,38.498546
EBR CITY PARISH - RENEWABLE ENERGY CENTER,HWY 61 & THOMAS RD,BATON ROUGE,LA,70821,110014466461,06,4953,562212,N,0,2,0.0,0.0,0,POINT (-91.182667 30.449415),0,-91.182667,30.449415
EBR NORTH LANDFILL,16001 SAMUELS RD,ZACHARY,LA,70791,110013981806,06,4953,562212 92411,N,2,1,105.34,81.605,1,POINT (-91.22307000000001 30.59952),0,-91.22307,30.59952
"ECM OF RIDGELY, LLC",2633 INMAN HOLLOW ROAD,OBION,TN,38240,110070003562,04,4953,562212,Y,5,0,10.17,1.434,1,POINT (-89.41422799999999 36.262228),0,-89.414228,36.262228
ECO-VISTA AKA WASTE MANAGEMENT-TONITOWN,2210 WASTE MANAGEMENT DRIVE,SPRINGDALE,AR,72765,110001697799,06,4953,562212,N,0,7,149.82,8.516,0,POINT (-94.256111 36.133056),0,-94.256111,36.133056
ECOMAINE LANDFILL,85 SCOTT DRIVE,WESTBROOK,ME,04092,110007274074,01,4953,562212,N,0,1,763.99,13.192,0,POINT (-70.359644 43.645986),0,-70.359644,43.645986
"ECOSAFE SYSTEMS, LLC DBA ECO-SAFE LANDFILL",385 HARR LANE,BLOUNTVILLE,TN,37617,110064590027,04,4953,562212,N,0,0,258.48,3.536,0,POINT (-82.35006 36.56115),0,-82.35006,36.56115
ECOVA CORP,800 JEFFERSON CNTY PKWY,GOLDEN,CO,80401,110001428429,08,4953,562212,N,0,0,1053.35,15.299,0,POINT (-105.20772 39.73124),0,-105.20772,39.73124
EDGEBORO DISPOSAL - LANDFILL,53 EDGEBORO RD,EAST BRUNSWICK,NJ,08816,110000802640,02,9999 4953 3999,562212 92411,Y,12,2,3925.63,45.074,1,POINT (-74.39484400000001 40.474236),0,-74.394844,40.474236
EDGECOMBE COUNTY LANDFILL,COLONIAL ROAD,TARBORO,NC,27886,110013975706,04,4953,562212,N,0,0,375.24,48.076,0,POINT (-77.583985 35.914656),0,-77.583985,35.914656
EDWARD C LEVY CO LANDFILL,21280 PENNSYLVANIA RD,TAYLOR,MI,48180,110003619273,05,,562212,N,0,0,2374.1,20.852,0,POINT (-83.2375 42.18409),0,-83.2375,42.18409
EFFLUENT TREATMENT SERVICES,6401 BRADLEY SPACE P,HALTOM CITY,TX,76117,110005080241,06,4953,562212,N,0,0,2678.73,52.229,0,POINT (-97.24841000000001 32.7968),0,-97.24841,32.7968
EL CENTRO LANDFILL,3189 COUNTY ROAD 69,ROBSTOWN,TX,78380,110034733518,06,,562212,N,0,0,13.76,81.039,0,POINT (-97.652075 27.724972),0,-97.652075,27.724972
EL COQUI LANDFILL,PR-3 & PR-923 KM 1.7 BO BUENA VISTA,HUMACAO,PR,00791,110043784492,02,4953,562212,N,1,2,1510.42,99.325,0,POINT (-65.808347 18.13192),0,-65.808347,18.13192
EL HARVEY & SONS TRANSFER STATION,68 HOPKINTON ROAD,WESTBOROUGH,MA,01581,110008415438,01,,42393 562212 562111,N,0,0,764.64,19.004,0,POINT (-71.59173 42.25423),0,-71.59173,42.25423
EL MONTE PUBLIC WORKS CITY OF,3527 SANTA ANITA AVE,EL MONTE,CA,91731,110009550592,09,,562212 92119,N,0,0,8539.22,91.768,0,POINT (-118.042093 34.073094),0,-118.042093,34.073094
EL SOBRANTE LANDFILL,10910 DAWSON CANYON ROAD,CORONA,CA,92883,110005982339,09,4953,562212,N,2,6,548.44,50.452,0,POINT (-117.472555 33.781165),0,-117.472555,33.781165
ELBERT COUNTY FORMER LOWRY COMPLEX 2C,ELBERT CNTY LANDFILL,ELIZABETH,CO,80107,110031437210,08,,562212,N,0,0,0.0,0.0,0,POINT (-104.57752 39.412234),0,-104.57752,39.412234
ELDA RECYCLING AND DISPOSAL FACILITY,5701 ESTE AVENUE,CINCINNATI,OH,45232,110010296991,05,,562212,N,0,0,3467.56,55.643,0,POINT (-84.49986 39.18631),0,-84.49986,39.18631
ELECTRONIC DEMANUFACTURING FACILITY,1048 E 59TH ST,DAVENPORT,IA,52807,110046234188,07,,562212,N,0,1,1690.74,18.614,0,POINT (-90.55953 41.58105),0,-90.55953,41.58105
ELK CITY CITY OF   /ELK CITY SANITARY LA,NEAR TOWN,ELK CITY,OK,73648,110007163728,06,4953,562212,N,0,0,35.67,10.653,0,POINT (-99.680526 35.269201),0,-99.680526,35.269201
"ELK RIVER SANITARY LANDFILL, INC.",22460 HIGHWAY 169 NW,ELK RIVER,MN,55330,110034174863,05,1422 1442,562212 212312 212321,N,0,4,103.69,5.026,0,POINT (-93.56825000000001 45.383944),0,-93.56825,45.383944
ELK RUN LANDFILL,20667 5 MILE HIGHWAY,ONAWAY,MI,49765,110013867734,05,,562212 54189,N,0,0,16.06,4.232,0,POINT (-84.22091500000001 45.282282),0,-84.220915,45.282282
ELKHART COUNTY LANDFILL,59530 CR 7 S,ELKHART,IN,46517,110007284376,05,4953,562212,N,0,3,779.45,43.144,0,POINT (-85.977 41.6275),0,-85.977,41.6275
ELLIS COUNTY LANDFILL,5703 N INTERSTATE HIGHWAY 45,ENNIS,TX,75119,110002371843,06,,562212 562211,N,0,0,144.89,38.568,0,POINT (-96.653222 32.394059),0,-96.653222,32.394059
ELLIS-SCOTT SANI LANDFILL,61 NW 850 RD,CLINTON,MO,64735,110005985354,07,4953,562212,N,0,0,11.48,4.348,0,POINT (-93.762024 38.481681),0,-93.762024,38.481681
EMMELLS SEPTIC SLF,128 ZURICH AVE,GALLOWAY TWP,NJ,08215,110009348456,,,562212,N,0,0,742.51,42.879,0,POINT (-74.543611 39.500694),0,-74.543611,39.500694
EMPORIA FOUNDRY INCORPORATED,620 REESE ST,EMPORIA,VA,23847,110000342567,03,3321,331511 562212 332111,N,0,2,325.07,69.296,0,POINT (-77.53183799999999 36.696244),0,-77.531838,36.696244
EMS CLASS 1 LANDFILL,203 POSSUM WALLER ROAD,DEWITT,AR,72042,110025043977,06,4953,562212,Y,7,1,15.7,2.791,0,POINT (-91.26985500000001 34.311176),0,-91.269855,34.311176
EMS TRANSFER STATION,74 CR 451,PARKIN,AR,72373,110023093926,06,4953,562212,N,0,1,3.27,25.556,0,POINT (-90.647764 35.280683),0,-90.647764,35.280683
ENID MUNICIPAL LNDFLL,10TH TO 16TH ON SOUTHGATE RD,ENID,OK,73701,110007167662,06,4953,562212 562,N,0,1,680.62,29.258,0,POINT (-97.85915 36.36195),0,-97.85915,36.36195
ENOREE LANDFILL,1311 ANDERSON RIDGE RD,GREER,SC,29651,110002175048,04,4953,562212 221111 221118,N,0,2,847.59,17.236,0,POINT (-82.192094 34.807015),0,-82.192094,34.807015
ENVIRONMENTAL SOLUTIONS OF OK LLC / NORTH TULSA SANITARY LNDFLL,0.5 MILES E OF HWY 75,TULSA,OK,74117,110042149895,06,4953,562212,N,0,0,0.0,0.0,0,POINT (-95.92357199999999 36.249503),0,-95.923572,36.249503
"ENVIRONMENTAL TRANSFER SYSTEM, INC",300 MARTIN LUTHER KING BLVD,WARREN,OH,44485,110063894442,05,,562212,N,0,0,1104.6,36.367,0,POINT (-80.85956 41.23439),0,-80.85956,41.23439
"ENVIRONMENTAL WASTE SOLUTIONS, LLC, AKA EWS",200 OMAR CIRCLE,CAMDEN,TN,38320,110069288728,04,4953,562212,Y,8,4,217.14,7.96,1,POINT (-88.08896 36.05357),0,-88.08896,36.05357
"ENVIROSAFE SERVICES OF OHIO, INC.",876 OTTER CREEK RD,OREGON,OH,43616,110000384352,05,4953,562212 562211 562112,N,6,16,1517.38,26.017,0,POINT (-83.464759 41.66864),0,-83.464759,41.66864
ENVIROTECH LLC TYONEK FACILITY,T11N R11W S14,TYONEK,AK,99682,110014464472,10,,562219 562998 562212,N,0,0,0.0,0.0,0,POINT (-151.139665 61.067311),0,-151.139665,61.067311
ENVOTECH-ILLINOIS LLC,2782 LANDFILL TRL,LITCHFIELD,IL,62056,110001234003,05,4953,562212,N,0,0,289.01,3.915,0,POINT (-89.6147 39.1705),0,-89.6147,39.1705
EPP RENEWABLE ENERGY LLC,US ROUTE 2 - PALISADES PARK,MORETOWN,VT,05660,110038454936,01,,562212,N,0,2,0.0,0.0,0,POINT (-72.762455 44.25076),0,-72.762455,44.25076
ERC/COLES COUNTY LANDFILL,WEST ROUTE 316,CHARLESTON,IL,61920,110007064201,05,4953,562212,N,0,0,43.81,5.203,1,POINT (-88.26424400000001 39.508204),0,-88.264244,39.508204
ERIE COUNTY SANITARY LANDFILL,10102 HOOVER RD,MILAN,OH,44846,110006328232,05,4953,562212,N,10,2,76.73,4.248,0,POINT (-82.603452 41.344025),0,-82.603452,41.344025
ESCAMBIA CNTY BOCC,13009 BEULAH ROAD,CANTONMENT,FL,32533,110001412819,04,4953,562212 562219 562111,N,0,4,127.05,14.226,0,POINT (-87.398582 30.579059),0,-87.398582,30.579059
ESG WATTS INC,8400 77TH ST W,TAYLOR RIDGE,IL,61284,110041006023,05,4953,562212 237130,Y,4,1,142.97,4.142,0,POINT (-90.67954 41.438052),0,-90.67954,41.438052
ETC OF GEORGIA - GRADY ROAD LANDFILL,316 GRADY ROAD,ROCKMART,GA,30153,110018863023,04,4953,562212,N,0,3,98.36,11.886,0,POINT (-85.16728000000001 33.99554),0,-85.16728,33.99554
EVERGREEN LDFL,ROUTE 119 NORTH LUCIOUSBORO ROAD,CORAL,PA,15731,110002065880,03,4953,562212,N,0,5,782.59,14.096,0,POINT (-79.127296 40.639851),0,-79.127296,40.639851
EVERGREEN RECYCLING & DISPOSAL LF,2625 E BROADWAY RD,NORTHWOOD,OH,43619,110009619323,05,4953,562212 56221,N,4,6,1509.83,22.363,0,POINT (-83.50457 41.602509),0,-83.50457,41.602509
EXETER PROP GRAVERS RD ASBESTOS LDFL/PLY,GRAVERS RD,PLYMOUTH MEETING,PA,19462,110010414239,03,4953,562212,N,0,0,0.0,0.0,0,POINT (-75.285443 40.114776),0,-75.285443,40.114776
FAIRBANKS NORTH STAR BOROUGH LANDFILL,455 SANDURI ST,FAIRBANKS,AK,99701,110001717205,10,5093,562212 562112,N,0,2,805.05,40.889,0,POINT (-147.699 64.804),0,-147.699,64.804
FAJARDO MUNICIPAL LANDFILL,PR-982 KM 4.9 BO DEMAJAGUA,FAJARDO,PR,00738,110024438438,02,4953,562212,N,1,2,922.36,98.928,1,POINT (-65.679315 18.291343),0,-65.679315,18.291343
FALL RIVER LANDFILL,1080 AIRPORT RD,FALL RIVER,MA,02720,110001944291,01,4214,562212 562111,N,0,4,1074.83,7.231,0,POINT (-71.1052 41.7524),0,-71.1052,41.7524
FAUQUIER COUNTY SANITARY LANDFILL,6438 COLLEGE STREET,WARRENTON,VA,20187,110043787890,03,,562212 562111,N,0,0,328.95,25.019,0,POINT (-77.781892 38.68133),0,-77.781892,38.68133
FELTONSVILLE LANDFILL RECYCLING FACILITY,6000 OLD SMITHFIELD RD,APEX,NC,27539,110014016607,04,,562212,N,0,0,829.09,33.441,0,POINT (-78.84990000000001 35.6811),0,-78.8499,35.6811
FIELDS BROOK SUPERFUND SITE,WATER BED OF CREEK R3W T13N,ASHTABULA,OH,44004,110007707909,05,,562212,N,0,0,1118.25,19.398,0,POINT (-80.7754 41.8915),0,-80.7754,41.8915
FIGHTING CREEK FARM LANDFILL AND LFGTE PLANT,22089 S HIGHWAY 95,COEUR D'ALENE,ID,83814,110013948611,10,4953,562212 221117 22111,N,0,4,11.78,10.0,0,POINT (-116.934583 47.53355),0,-116.934583,47.53355
FILLMORE CITY LANDFILL,550 N 500 E,FILLMORE,UT,84631,110032610253,08,4953,562212,N,0,0,89.67,21.46,0,POINT (-112.304104 38.979131),0,-112.304104,38.979131
FINAL CLOSURE CLASS 4 LANDFILL,789 CR 3311,CLARKSVILLE,AR,72830,110069995815,06,4953,562212,N,0,0,122.98,16.857,0,POINT (-93.537088 35.48463),0,-93.537088,35.48463
FINCH PAPER LLC,1 GLEN STREET,GLENS FALLS,NY,12801,110000324845,02,2611 2621,322121 322110 22131 32211 32213 22132 562212,N,10,16,1500.76,5.463,5,POINT (-73.63480800000001 43.308507),0,-73.634808,43.308507
FINCH WASTE CO LLC CONSOLIDATED LANDFILL,PETERS RD & KOBOR RD,GANSEVOORT,NY,12831,110070050067,02,4953,562212,N,0,1,0.0,0.0,0,POINT (-73.724463 43.18681),0,-73.724463,43.18681
FINK ROAD LANDFILL,4000 FINK ROAD,CROWS LANDING,CA,95313,110012694281,09,4953,562212 562998,N,1,5,3.87,69.565,1,POINT (-121.13969 37.39719),0,-121.13969,37.39719
FINLEY BUTTES REGIONAL LANDFILL,73221 BOMBING RANGE RD,BOARDMAN,OR,97818,110004806425,10,,562212 221117 221118,N,0,6,0.06,50.0,0,POINT (-119.586074 45.686816),0,-119.586074,45.686816
"FIRETOWER LANDFILL LLC,  FIRETOWER LANDFILL",8280 FIRETOWER ROAD,PASS CHRISTIAN,MS,39571,110038350263,04,4953,562212,N,0,0,129.83,24.422,0,POINT (-89.24909 30.40772),0,-89.24909,30.40772
FITCHBURG WESTMINSTER LANDFILL RECYCLING,101 FITCHBURG RD,WESTMINSTER,MA,01473,110024367816,01,,562212,N,0,2,366.45,11.597,0,POINT (-71.845589 42.533852),0,-71.845589,42.533852
FITZGERALD MSWL,544 CAMP BROOKLYN RD,FITZGERALD,GA,31750,110013933333,04,4953,562212,N,0,0,73.93,30.721,0,POINT (-83.190825 31.742988),0,-83.190825,31.742988
FITZMAR LANDFILL INC,28TH & EAST END AVE,CHICAGO HEIGHTS,IL,60411,110018160924,05,,562212,N,0,1,2270.8,65.995,0,POINT (-87.63421700000001 41.487922),0,-87.634217,41.487922
FIVE OAKS RECYCLING & DISPOSAL FACILITY,890 E1500N RD,TAYLORVILLE,IL,62568,110018353618,05,4953,562212,N,0,2,69.28,2.782,0,POINT (-89.3725 39.56),0,-89.3725,39.56
FLATHEAD COUNTY LANDFILL,4098 HWY 93 N,KALISPELL,MT,59901,110013889140,08,4953,562212,N,1,3,95.8,4.836,0,POINT (-114.3453 48.3105),0,-114.3453,48.3105
FLORENCE COUNTY LANDFILL AREA I-CLOSED,180 N IRBY ST,FLORENCE,SC,29501,110013297244,04,4953,562212,N,4,0,1129.48,60.177,0,POINT (-79.76826 34.19838),0,-79.76826,34.19838
FLORIDA REFUSE,3820 MAINE AVE,LAKELAND,FL,33801,110020476091,04,4212,562211 562213 562212 562219,N,0,0,892.24,33.097,0,POINT (-81.881367 28.013241),0,-81.881367,28.013241
FLOYD COUNTY WALKER MOUNTAIN LANDFILL,423 WALKER MOUNTAIN R,ROME,GA,30162,110001388828,04,4953,562212,N,0,0,229.84,15.707,0,POINT (-85.21963100000001 34.190954),0,-85.219631,34.190954
FLOYD-MITCHELL-CHICKASAW COUNTIES SANITARY LANDFILL,3354 330TH ST,ELMA,IA,50628,110022682426,07,4953,562212,N,0,0,8.23,0.0,0,POINT (-92.56335199999999 43.241867),0,-92.563352,43.241867
FLUOR DANIEL INC.,7400 WILLEY RD,HARRISON,OH,45030,110039008533,05,,562212,N,0,0,0.0,0.0,0,POINT (-84.79339 39.244553),0,-84.79339,39.244553
FLYING CLOUD SANITARY LANDFILL,9813 FLYING CLOUD DR,EDEN PRAIRIE,MN,55347,110012609338,05,4953,562219 562212 221119,N,0,0,1528.74,22.991,0,POINT (-93.447839 44.826193),0,-93.447839,44.826193
FOOTHILL SANITARY LANDFILL,6484 NORTH WAVERLY ROAD,LINDEN,CA,95236,110012694012,09,4953,562212 562998,N,0,5,7.7,44.796,0,POINT (-120.94487 38.03749),0,-120.94487,38.03749
FOOTHILLS LANDFILL,8900 HIGHWAY 93,GOLDEN,CO,80403,110022507278,08,4953,562212,N,1,5,130.43,7.86,0,POINT (-105.227345 39.850794),0,-105.227345,39.850794
FORD COUNTY LANDFILL,10400 110 RD,DODGE CITY,KS,67801,110013924824,07,4953,562212,N,0,0,7.2,7.729,0,POINT (-100.04566 37.85498),0,-100.04566,37.85498
FORD MOTOR CO ALLEN PARK LANDFILL,17005 OAKWOOD BOULEVARD,ALLEN PARK,MI,48101,110001102627,05,4953,562212 221112,N,0,1,3495.24,25.279,0,POINT (-83.20197899999999 42.287733),0,-83.201979,42.287733
FORD WIXOM ASSEMBLY PLANT,28801 WIXOM ROAD,WIXOM,MI,48393,110000405419,05,3711,336111 562212,N,12,1,1110.23,28.749,0,POINT (-83.53636299999999 42.502045),0,-83.536363,42.502045
FOREST LAWN LANDFILL,6300 FOREST LAWN DR,LOS ANGELES,CA,90068,110002611442,09,,562212,N,0,0,5738.89,39.469,0,POINT (-118.32759 34.15049),0,-118.32759,34.15049
FOREST LAWN LANDFILL,8230 WEST FOREST LAWN RD,THREE OAKS,MI,49128,110001847761,05,,562212,N,3,5,86.57,6.955,0,POINT (-86.654864 41.775968),0,-86.654864,41.775968
"FOREST VIEW LANDFILL, LLC",4800 KAW DRIVE,KANSAS CITY,KS,66102,110041014648,07,4953 3273,562212 999999 327320,N,0,2,2163.54,71.848,0,POINT (-94.68803 39.10408),0,-94.68803,39.10408
FORMER REFINED METALS SMELTING SITE,2640 CAPITOLA ST,JACKSONVILLE,FL,32209,110000787827,04,,562212,N,0,2,2361.45,88.051,0,POINT (-81.70983 30.35453),0,-81.70983,30.35453
